"","term","Total"
"1252","best way to get",32
"1253","but at the same",32
"1254","but i dont see",32
"1255","cant wait to come",32
"1256","doesnt have to be",32
"1257","dont have to worry",32
"1258","dont mind if i",32
"1259","doors open at pm",32
"1260","even if it is",32
"1261","even know what to",32
"1262","everyone who came to",32
"1263","following us on twitter",32
"1264","for helping us spread",32
"1265","for the last time",32
"1266","for the rt we",32
"1267","for you to come",32
"1268","from all over the",32
"1269","get back to me",32
"1270","get back to the",32
"1271","getting ready for our",32
"1272","glad im not the",32
"1273","glad you like the",32
"1274","go back in time",32
"1275","going to the movies",32
"1276","going to try and",32
"1277","good to hear from",32
"1278","got back from the",32
"1279","guess its time to",32
"1280","have so much fun",32
"1281","have to go through",32
"1282","have to pay for",32
"1283","he is going to",32
"1284","how did i miss",32
"1285","how did it go",32
"1286","how many times i",32
"1287","i always wanted to",32
"1288","i am at the",32
"1289","i could go for",32
"1290","i do not know",32
"1291","i dont even remember",32
"1292","i dont get why",32
"1293","i dont have an",32
"1294","i feel like this",32
"1295","i had someone to",32
"1296","a big thanks to",31
"1297","a couple of years",31
"1298","a great group of",31
"1299","a great weekend everyone",31
"1300","a look at the",31
"1301","a lot of new",31
"1302","a picture of you",31
"1303","about to take a",31
"1304","always a good time",31
"1305","and i am so",31
"1306","and i dont even",31
"1307","anyone know of any",31
"1308","anything i can do",31
"1309","app check it out",31
"1310","are red violets are",31
"1311","are you interested in",31
"1312","are you listening to",31
"1313","are you working on",31
"1314","as long as youre",31
"1315","be a long night",31
"1316","be on the look",31
"1317","been a good day",31
"1318","calling it a night",31
"1319","came out last night",31
"1320","can change the world",31
"1321","can make a difference",31
"1322","can with the pungleme",31
"1323","cant wait till the",31
"1324","check out some of",31
"1325","did you end up",31
"1326","do you do when",31
"1327","do you think its",31
"1328","does anyone know of",31
"1329","dont forget to vote",31
"1330","dont know what im",31
"1331","dont want to do",31
"1332","excited to be a",31
"1333","feel like going to",31
"1334","feel like such a",31
"1335","feel so much better",31
"1336","ff have a great",31
"1337","first thing in the",31
"1338","first time in years",31
"1339","for having me on",31
"1340","for the next two",31
"1341","for the record i",31
"1342","get any better than",31
"1343","get me wrong i",31
"1344","getting ready for work",31
"1345","glad to be back",31
"1346","going to be epic",31
"1347","going to bed early",31
"1348","going to go to",31
"1349","good things come to",31
"1350","great show last night",31
"1351","great way to end",31
"1352","guess ill have to",31
"1353","had a dream i",31
"1354","happy st pattys day",31
"1355","have a great friday",31
"1356","have a lot to",31
"1357","have to say i",31
"1358","have to take a",31
"1359","have you on board",31
"1360","hit me up when",31
"1361","how is everyone doing",31
"1362","how to be a",31
"1363","i am a huge",31
"1364","i am happy to",31
"1365","i am not the",31
"1366","i dare you to",31
"1367","i dont think they",31
"1368","i feel like you",31
"1369","i followed you back",31
"1370","i get to meet",31
"1371","i had to get",31
"1372","i honestly dont know",31
"1373","i hope to be",31
"1374","i hope you all",31
"1375","i just cant wait",31
"1376","i just need a",31
"1377","a beautiful day for",30
"1378","a beautiful day to",30
"1379","a dream last night",30
"1380","a few of the",30
"1381","a great day today",30
"1382","a lot of my",30
"1383","a part of this",30
"1384","all is well in",30
"1385","all our new followers",30
"1386","am i suppose to",30
"1387","an app for that",30
"1388","and i dont think",30
"1389","are you gonna be",30
"1390","award winning novel gray",30
"1391","awkward moment when someone",30
"1392","be a great show",30
"1393","be out of town",30
"1394","been all my life",30
"1395","best of luck in",30
"1396","birthday hope you have",30
"1397","bored out of my",30
"1398","but i think it",30
"1399","but that doesnt mean",30
"1400","but when i do",30
"1401","cant come soon enough",30
"1402","come in for a",30
"1403","come to my house",30
"1404","day at the office",30
"1405","days of school left",30
"1406","do do do do",30
"1407","do u have a",30
"1408","does it have to",30
"1409","dont forget about the",30
"1410","dont know what you",30
"1411","dont want you to",30
"1412","dont you just love",30
"1413","ebook award winning novel",30
"1414","enter to win a",30
"1415","far as i know",30
"1416","follow me ill follow",30
"1417","for following looking forward",30
"1418","for the late reply",30
"1419","for the next days",30
"1420","for the next few",30
"1421","for you to be",30
"1422","free ebook award winning",30
"1423","get a shout out",30
"1424","get my hair done",30
"1425","getting a lot of",30
"1426","going to do a",30
"1427","good luck to everyone",30
"1428","had a great night",30
"1429","hanging out with my",30
"1430","happy holidays to you",30
"1431","have a bunch of",30
"1432","have to figure out",30
"1433","have you ever been",30
"1434","hear what you think",30
"1435","heart goes out to",30
"1436","holiday season you can",30
"1437","how to use twitter",30
"1438","i am what i",30
"1439","i am working on",30
"1440","i can feel it",30
"1441","i could really use",30
"1442","i do have a",30
"1443","i do not have",30
"1444","i dont feel good",30
"1445","i dont get the",30
"1446","i dont want a",30
"1447","i hate when im",30
"1448","i have a good",30
"1449","i hope you know",30
"1450","i hope your day",30
"1451","i just saw your",30
"1452","a good day when",29
"1453","across the street from",29
"1454","aint that the truth",29
"1455","all the hard work",29
"1456","all the people who",29
"1457","am so excited to",29
"1458","and all the other",29
"1459","and i get to",29
"1460","and i had a",29
"1461","and i still have",29
"1462","and if you dont",29
"1463","and make sure to",29
"1464","and now i have",29
"1465","anyone know where i",29
"1466","are you planning on",29
"1467","at least once a",29
"1468","at the age of",29
"1469","at the very least",29
"1470","back in the game",29
"1471","been a great day",29
"1472","before the end of",29
"1473","best of luck with",29
"1474","best part of the",29
"1475","but there is no",29
"1476","by and see us",29
"1477","can you send me",29
"1478","cant seem to get",29
"1479","come hang out with",29
"1480","come on in and",29
"1481","couldnt have said it",29
"1482","did you know we",29
"1483","didnt get a chance",29
"1484","do you like to",29
"1485","do you think we",29
"1486","dont care what anyone",29
"1487","dont need to be",29
"1488","everyone who participated in",29
"1489","figure out what to",29
"1490","finally made it to",29
"1491","follow have a great",29
"1492","follow me i would",29
"1493","for a follow back",29
"1494","for a great night",29
"1495","for coming to the",29
"1496","for something to do",29
"1497","for the next week",29
"1498","for who i am",29
"1499","forget to check out",29
"1500","forward to learning more",29
"1501","get some work done",29
"1502","getting the word out",29
"1503","give us a shout",29
"1504","go check it out",29
"1505","going back to sleep",29
"1506","good to have you",29
"1507","gray rainbow journey limited",29
"1508","had a wonderful time",29
"1509","hang out with my",29
"1510","hard work pays off",29
"1511","hate when people say",29
"1512","have a feeling that",29
"1513","have the ability to",29
"1514","have to get a",29
"1515","have to say is",29
"1516","have you heard the",29
"1517","how are you celebrating",29
"1518","how big of a",29
"1519","how do i know",29
"1520","how do you do",29
"1521","hows your day going",29
"1522","i am on my",29
"1523","i am pretty sure",29
"1524","i am who i",29
"1525","i can dm you",29
"1526","i can get my",29
"1527","i could listen to",29
"1528","i cried when i",29
"1529","i dont see you",29
"1530","i get a little",29
"1531","i hate waking up",29
"1532","i hate when that",29
"1533","i have to pee",29
"1534","i hope that you",29
"1535","i hope you can",29
"1536","i just dont want",29
"1537","a great start to",28
"1538","a long way to",28
"1539","a man with a",28
"1540","a part of me",28
"1541","a year and a",28
"1542","about to go down",28
"1543","add me on facebook",28
"1544","all had a great",28
"1545","all the mothers out",28
"1546","am who i am",28
"1547","and happy mothers day",28
"1548","and i thought i",28
"1549","and i will always",28
"1550","and see what happens",28
"1551","and you have to",28
"1552","are going to make",28
"1553","are you watching the",28
"1554","available in your customer",28
"1555","be one of my",28
"1556","been on twitter for",28
"1557","but in the end",28
"1558","but it takes a",28
"1559","by and say hello",28
"1560","cant believe its been",28
"1561","come a long way",28
"1562","day i love you",28
"1563","day to be a",28
"1564","dm me your number",28
"1565","do i feel like",28
"1566","do something about it",28
"1567","do you guys have",28
"1568","do you need to",28
"1569","do you think it",28
"1570","dont even know who",28
"1571","dont know how much",28
"1572","dont want to talk",28
"1573","every minute of it",28
"1574","every time i watch",28
"1575","everyone that came out",28
"1576","exactly what i was",28
"1577","find out how to",28
"1578","follow me on google",28
"1579","for me to go",28
"1580","for the next one",28
"1581","for you if you",28
"1582","get to work with",28
"1583","getting to know you",28
"1584","give a shit about",28
"1585","go to the bathroom",28
"1586","got the best of",28
