"","term","Total"
"1419","do it for",122
"1420","dont care if",122
"1421","dont know about",122
"1422","hall of fame",122
"1423","i dont believe",122
"1424","i want my",122
"1425","is my new",122
"1426","lets make it",122
"1427","as i can",121
"1428","be the only",121
"1429","do i do",121
"1430","does anyone have",121
"1431","early in the",121
"1432","family and friends",121
"1433","for the th",121
"1434","has the best",121
"1435","have a blessed",121
"1436","i kind of",121
"1437","i tell you",121
"1438","in the area",121
"1439","in the park",121
"1440","is that you",121
"1441","is the greatest",121
"1442","it was my",121
"1443","just got the",121
"1444","a bad thing",120
"1445","a few times",120
"1446","a very good",120
"1447","all i have",120
"1448","all my followers",120
"1449","an amazing day",120
"1450","are you kidding",120
"1451","be a fun",120
"1452","because i am",120
"1453","did you think",120
"1454","for a second",120
"1455","for the game",120
"1456","have nothing to",120
"1457","how can we",120
"1458","how is your",120
"1459","how it goes",120
"1460","i cant go",120
"1461","i hope he",120
"1462","i hope its",120
"1463","if youre interested",120
"1464","im talking about",120
"1465","in the gym",120
"1466","it out of",120
"1467","let me get",120
"1468","and good luck",119
"1469","are about to",119
"1470","bottom of the",119
"1471","but i want",119
"1472","didnt know you",119
"1473","get over it",119
"1474","happy to hear",119
"1475","i havent had",119
"1476","i really wanna",119
"1477","if you didnt",119
"1478","let go of",119
"1479","and in the",118
"1480","and it will",118
"1481","and no one",118
"1482","and your family",118
"1483","any of my",118
"1484","at pm on",118
"1485","at the beach",118
"1486","been able to",118
"1487","bout to get",118
"1488","dont know who",118
"1489","go home and",118
"1490","go out and",118
"1491","going on with",118
"1492","i cant see",118
"1493","i cant take",118
"1494","i still love",118
"1495","if youd like",118
"1496","im off to",118
"1497","in the kitchen",118
"1498","it when you",118
"1499","its the best",118
"1500","just got to",118
"1501","less than a",118
"1502","a good mood",117
"1503","after a long",117
"1504","and enjoy the",117
"1505","and i thought",117
"1506","and i would",117
"1507","and make it",117
"1508","and you dont",117
"1509","anyone know of",117
"1510","as it is",117
"1511","but if i",117
"1512","congrats to all",117
"1513","do we have",117
"1514","dont care about",117
"1515","for the future",117
"1516","for the record",117
"1517","gave me a",117
"1518","great day for",117
"1519","have a problem",117
"1520","have so many",117
"1521","hope you feel",117
"1522","i get back",117
"1523","i missed the",117
"1524","is always a",117
"1525","is so good",117
"1526","it was fun",117
"1527","just had to",117
"1528","just in case",117
"1529","able to make",116
"1530","all the other",116
"1531","and i had",116
"1532","and listen to",116
"1533","at least the",116
"1534","been trying to",116
"1535","didnt even know",116
"1536","follow us on",116
"1537","for the tip",116
"1538","go for a",116
"1539","going to happen",116
"1540","going to watch",116
"1541","great to have",116
"1542","hard to believe",116
"1543","i am sure",116
"1544","i will do",116
"1545","if youre going",116
"1546","in las vegas",116
"1547","kind of day",116
"1548","know you are",116
"1549","a mi run",115
"1550","at the airport",115
"1551","could be the",115
"1552","dreams come true",115
"1553","fact that i",115
"1554","for the info",115
"1555","glass of wine",115
"1556","he will be",115
"1557","i am glad",115
"1558","i could see",115
"1559","i hear you",115
"1560","i lost my",115
"1561","i see it",115
"1562","i wish my",115
"1563","in the league",115
"1564","its one of",115
"1565","and ill be",114
"1566","but now i",114
"1567","can make a",114
"1568","can see the",114
"1569","cant seem to",114
"1570","day of school",114
"1571","day to my",114
"1572","did i just",114
"1573","dont miss out",114
"1574","for us to",114
"1575","got home from",114
"1576","had to be",114
"1577","haha i know",114
"1578","happy hump day",114
"1579","i cant do",114
"1580","i follow back",114
"1581","i followed you",114
"1582","i had an",114
"1583","i really wish",114
"1584","if i do",114
"1585","if you got",114
"1586","im listening to",114
"1587","in an hour",114
"1588","in my heart",114
"1589","in the country",114
"1590","know of any",114
"1591","lets see if",114
"1592","a brand new",113
"1593","and i didnt",113
"1594","and lots of",113
"1595","and the rest",113
"1596","before i go",113
"1597","come out of",113
"1598","couple of days",113
"1599","do not have",113
"1600","dont wanna go",113
"1601","fan of the",113
"1602","for a day",113
"1603","for coming to",113
"1604","for joining us",113
"1605","forward to reading",113
"1606","hey i just",113
"1607","i can never",113
"1608","i dont remember",113
"1609","i need it",113
"1610","i think your",113
"1611","i was hoping",113
"1612","if its not",113
"1613","is that i",113
"1614","it for me",113
"1615","it to my",113
"1616","know what the",113
"1617","all the things",112
"1618","but i would",112
"1619","but there is",112
"1620","congrats to for",112
"1621","finished a mi",112
"1622","glad you are",112
"1623","go for it",112
"1624","good to me",112
"1625","had to go",112
"1626","happy cinco de",112
"1627","hard to find",112
"1628","i hate how",112
"1629","im not in",112
"1630","is starting to",112
"1631","ive never seen",112
"1632","an awesome day",111
"1633","are a lot",111
"1634","do u think",111
"1635","dont forget the",111
"1636","even know what",111
"1637","going to say",111
"1638","happy new years",111
"1639","happy to help",111
"1640","hate when i",111
"1641","have any questions",111
"1642","how it is",111
"1643","i am at",111
"1644","i hope u",111
"1645","i will try",111
"1646","if i should",111
"1647","if they dont",111
"1648","im proud of",111
"1649","in the building",111
"1650","is it possible",111
"1651","is now on",111
"1652","a heart attack",110
"1653","a new song",110
"1654","a place to",110
"1655","be a better",110
"1656","come down to",110
"1657","dont know where",110
"1658","email me at",110
"1659","everyone have a",110
"1660","i can think",110
"1661","i know a",110
"1662","i really do",110
"1663","i see that",110
"1664","i took a",110
"1665","ill be on",110
"1666","keep you posted",110
"1667","a reason to",109
"1668","all of this",109
"1669","am so excited",109
"1670","and want to",109
"1671","be a lot",109
"1672","bit of a",109
"1673","did you hear",109
"1674","dream come true",109
"1675","even if it",109
"1676","follow you back",109
"1677","for a year",109
"1678","for the week",109
"1679","i am just",109
"1680","i use to",109
"1681","id rather be",109
"1682","just watched the",109
"1683","a great event",108
"1684","back at you",108
"1685","be going to",108
"1686","be willing to",108
"1687","but you cant",108
"1688","can you tell",108
"1689","cant believe its",108
"1690","come on out",108
"1691","dont miss it",108
"1692","get to go",108
"1693","have to come",108
"1694","how am i",108
"1695","how you been",108
"1696","how you can",108
"1697","i am really",108
"1698","i cant be",108
"1699","i guess you",108
"1700","i just heard",108
"1701","i just read",108
"1702","i love all",108
"1703","is a huge",108
"1704","it wont be",108
"1705","just realized i",108
"1706","a pretty good",107
"1707","always a good",107
"1708","as i am",107
"1709","at least its",107
"1710","because it is",107
"1711","copy of the",107
"1712","far so good",107
"1713","for the season",107
"1714","for the st",107
"1715","get on my",107
"1716","going to work",107
"1717","happy st patricks",107
"1718","have to pay",107
"1719","havent talked to",107
"1720","i have seen",107
"1721","i will give",107
"1722","im with you",107
"1723","in the process",107
"1724","it right now",107
"1725","all have a",106
"1726","are some of",106
"1727","because i have",106
"1728","but im still",106
"1729","dont need a",106
"1730","feels like a",106
"1731","for more information",106
"1732","for you i",106
"1733","get back on",106
"1734","get it in",106
"1735","had an awesome",106
"1736","have to watch",106
"1737","hunter matt hunter",106
"1738","i do have",106
"1739","i dont mind",106
"1740","i hope this",106
"1741","i love me",106
"1742","i made a",106
"1743","i really hate",106
"1744","in other news",106
"1745","is on my",106
"1746","is ready for",106
"1747","is there any",106
"1748","its such a",106
"1749","a hell of",105
"1750","and try to",105
"1751","are talking about",105
"1752","are the most",105
"1753","at least a",105
"1754","better way to",105
"1755","come see me",105
"1756","did you find",105
"1757","do it all",105
"1758","had an amazing",105
"1759","hope you like",105
"1760","i could use",105
"1761","i really appreciate",105
"1762","i sent you",105
"1763","i was talking",105
"1764","in a bit",105
"1765","in the uk",105
"1766","in the usa",105
"1767","is going well",105
"1768","ive been waiting",105
"1769","just because you",105
"1770","a bad day",104
"1771","and get your",104
"1772","anyone have any",104
"1773","bring it on",104
"1774","coming out to",104
"1775","didnt get to",104
"1776","dont forget about",104
"1777","exactly what i",104
"1778","for a couple",104
"1779","for an hour",104
"1780","great to be",104
"1781","hope i get",104
"1782","hows it going",104
"1783","i cant tell",104
"1784","i just bought",104
"1785","i just met",104
"1786","i want the",104
"1787","in my mind",104
"1788","in terms of",104
"1789","in the nfl",104
"1790","is no longer",104
"1791","is what it",104
"1792","it has to",104
"1793","it or not",104
"1794","it took me",104
"1795","it up and",104
"1796","a big deal",103
"1797","a day of",103
"1798","a new phone",103
"1799","about the new",103
"1800","and a great",103
"1801","at the new",103
"1802","awesome thanks for",103
"1803","both of you",103
"1804","but i need",103
"1805","can do that",103
"1806","couple of weeks",103
"1807","dont get me",103
"1808","dont know the",103
"1809","for the holidays",103
"1810","found out that",103
"1811","get it done",103
"1812","good luck in",103
"1813","have fun at",103
"1814","have no clue",103
"1815","i already have",103
"1816","i can not",103
"1817","i could do",103
"1818","i hate to",103
"1819","i heard you",103
"1820","i wish we",103
"1821","im gonna have",103
"1822","in a little",103
"1823","in the fall",103
"1824","just got off",103
